p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.27509926433997e-48,-5.10233063954471,0.016,0.283,1.74867113111584e-44,0,SPI1
2.21045379078282e-48,-2.00123846978607,0.48,0.682,3.03141632867956e-44,0,COTL1
4.14189602307089e-48,-5.22956675924097,0.02,0.288,5.68019620603942e-44,0,HLA-DQA1
1.94295688433313e-47,1.19891324066858,0.629,0.359,2.66457107117446e-43,0,NOSIP
2.63910927988226e-47,-2.33729210910179,0.154,0.448,3.61927446643053e-43,0,PYCARD
3.74962676294353e-47,0.323458821404844,0.999,0.992,5.14223814270075e-43,0,RPL18A
7.46525979832189e-47,0.33011414759982,1,0.995,1.02378572874186e-42,0,RPS2
1.32256466390575e-46,0.434586918070971,0.997,0.984,1.81376518008035e-42,0,RPS8
3.79619933510217e-46,0.366090533482966,0.999,0.992,5.20610776815912e-42,0,RPS19
4.97828271924013e-46,-0.471296119954945,0.991,0.996,6.82721692116591e-42,0,MT-CO1
7.24613062639578e-46,0.467452297086463,0.978,0.957,9.93734354103917e-42,0,RPL17
9.15622456892166e-46,-4.18580223074015,0.029,0.29,1.25568463738192e-41,0,CD68
2.80608717233905e-44,1.52619972692082,0.443,0.185,3.84826794814578e-40,0,PIK3IP1
1.07067876580259e-43,0.72578709917314,0.915,0.903,1.46832885942168e-39,0,JUNB
1.63038766237044e-43,-3.44740098767383,0.053,0.314,2.23591364017482e-39,0,LGALS3
5.28396111035604e-43,-3.68961206579862,0.029,0.281,7.24642426674227e-39,0,FGR
6.26944309951854e-43,1.9853073488952,0.33,0.112,8.59791426667972e-39,0,PRKCQ-AS1
7.36391539321351e-43,0.824690568522161,0.846,0.7,1.0098873570253e-38,0,TMEM66
1.02026421460539e-42,-5.52913838874654,0.086,0.343,1.39919034390983e-38,0,S100A8
1.28478290005234e-42,-3.57265194401495,0.037,0.291,1.76195126913177e-38,0,CEBPD
2.59919309717405e-42,-1.65098121268331,0.265,0.542,3.5645334134645e-38,0,PRELID1
2.69399110352528e-42,-3.84456374078578,0.11,0.362,3.69453939937457e-38,0,FCN1
4.54089195948434e-42,0.626258935417263,0.944,0.859,6.22737923323683e-38,0,BTG1
6.87145610190503e-42,-3.93424213285709,0.047,0.294,9.42351489815255e-38,0,CFD
1.99448605334855e-41,-4.80791592866074,0.035,0.276,2.7352381735622e-37,0,LGALS2
2.49582446701532e-41,0.620652560292021,0.92,0.803,3.42277367406481e-37,0,GLTSCR2
5.92668722464789e-41,0.51845726062175,0.965,0.898,8.12785885988212e-37,0,RPS26
7.81064171478589e-41,-3.31678581549591,0.057,0.308,1.07115140476574e-36,0,GRN
1.00568959247228e-40,-8.31376439127615,0.001,0.223,1.37920270711649e-36,0,IFI30
1.12297653697611e-40,-4.45422854466416,0.019,0.252,1.54005002280904e-36,0,LY86
1.16116907528785e-40,2.69672086385818,0.2,0.04,1.59242726984975e-36,0,FHIT
1.17786040315593e-40,0.876490554133847,0.582,0.293,1.61531775688804e-36,0,CD7
5.26273286473816e-40,-4.06015818306148,0.484,0.647,7.21731185070191e-36,0,LYZ
7.07836156219434e-39,-2.29814130985234,0.107,0.365,9.70726504639332e-35,0,AP1S2
7.98679317845473e-39,-2.13209946235227,0.243,0.48,1.09530881649328e-34,0,NPC2
1.91206606414906e-38,-4.65888703975352,0.115,0.363,2.62220740037402e-34,0,NKG7
3.21858172214851e-38,0.549429350453165,0.947,0.874,4.41396297375447e-34,0,RPL38
1.90731336238333e-37,-3.07913071768117,0.07,0.309,2.6156895451725e-33,0,SERPINA1
2.17891382513657e-37,-3.86616580229037,0.056,0.286,2.98816241979229e-33,0,IFITM3
2.80711848132027e-37,-1.49939437215631,0.246,0.508,3.84968228528263e-33,0,RAC1
3.94681986572475e-37,0.535228056938789,0.94,0.839,5.41266876385492e-33,0,RPS21
5.93911728033835e-37,0.313020612646913,1,0.996,8.14490543825601e-33,0,RPLP1
7.97011317924549e-37,-0.711547655712558,0.788,0.88,1.09302132140173e-32,0,SERF2
8.84133676096078e-37,0.413592014615173,0.991,0.965,1.21250092339816e-32,0,RPL35
3.69332013896338e-36,0.902346696046702,0.604,0.332,5.06501923857437e-32,0,IL7R
9.08627377764394e-36,0.299262748360421,1,0.989,1.24609158586609e-31,0,RPL12
9.46641904938969e-36,0.431917354065279,0.984,0.942,1.2982247084333e-31,0,RPL24
1.30094669439092e-35,-1.55201066807454,0.332,0.545,1.7841182966877e-31,0,GABARAP
5.33381466252615e-35,-2.05029136434469,0.104,0.351,7.31479342818837e-31,0,CARD16
1.33987757563284e-34,1.95636752128716,0.268,0.087,1.83750810722288e-30,0,MAL
1.56409059369194e-34,-2.05487997600995,0.173,0.414,2.14499384018912e-30,0,TKT
1.9955414246562e-34,1.33771220403719,0.393,0.177,2.73668550977351e-30,0,TCF7
5.33913873175431e-34,-3.08683964360769,0.047,0.265,7.32209485672786e-30,0,CFP
5.89200836988921e-34,-1.8575528361502,0.152,0.403,8.08030027846607e-30,0,ATP6V0B
6.58630198770234e-34,-2.2732135835881,0.253,0.483,9.03245454593499e-30,0,GPX1
6.77406948576277e-34,-3.27978906342756,0.028,0.235,9.28995889277506e-30,0,HLA-DMB
1.18737364649275e-33,-3.44149885001172,0.025,0.231,1.62836421880016e-29,0,CTSH
3.57793567419804e-33,2.81995028306543,0.155,0.029,4.90678098359519e-29,0,LINC00176
3.59841337580186e-33,-3.97656834029154,0.042,0.25,4.93486410357467e-29,0,CST7
3.61026617042465e-33,-1.53539849407606,0.161,0.409,4.95111902612036e-29,0,CD63
8.12875030566516e-33,-3.68397036928502,0.026,0.229,1.11477681691892e-28,0,NCF2
8.62028595847422e-33,0.396611457532883,0.987,0.945,1.18218601634515e-28,0,RPL37A
1.30162555634815e-32,-1.36039928200098,0.291,0.534,1.78504928797585e-28,0,ITGB2
1.36047761046756e-32,-1.66715825654976,0.268,0.511,1.86575899499521e-28,0,ISG15
7.13848465092113e-32,0.429035782748769,0.987,0.943,9.78971785027323e-28,0,RPL37
2.32490028709107e-31,-2.77092339539572,0.041,0.247,3.18836825371669e-27,0,EFHD2
3.99454974208355e-31,-3.26885961221045,0.086,0.297,5.47812551629338e-27,0,CD79B
4.11033759525332e-31,-0.395202244556319,0.928,0.955,5.6369169781304e-27,0,HLA-B
4.18830312282893e-31,0.932040863138954,0.699,0.492,5.7438389026476e-27,0,C6orf48
6.4898658516025e-31,-4.01627805604304,0.041,0.237,8.90020202888767e-27,0,FCGR3A
8.6799472153271e-31,-0.892771369201621,0.532,0.716,1.19036796110996e-26,0,LY6E
9.04217281856528e-31,-3.7682826418913,0.022,0.211,1.24004358033804e-26,0,TNFSF13B
9.48791938338277e-31,-4.45966335927894,0.02,0.207,1.30117326423711e-26,0,MS4A6A
1.0347808821596e-30,-2.30362311156338,0.07,0.285,1.41909850179367e-26,0,FAM26F
1.50629999003716e-30,-2.22133177255206,0.114,0.335,2.06573980633696e-26,0,RGS2
1.57771736617278e-30,2.21228718346316,0.158,0.033,2.16368159596935e-26,0,NELL2
2.6675141024416e-30,-4.37491494767704,0.013,0.193,3.65822884008841e-26,0,CDA
6.26295066646604e-30,2.36403447883775,0.247,0.085,8.58901054399153e-26,0,LDLRAP1
6.64879416087705e-30,-0.901285371461843,0.623,0.773,9.11815631222679e-26,0,EMP3
1.09374623971618e-29,-1.75346968914027,0.183,0.413,1.49996359314676e-25,0,AP2S1
1.51190372299157e-29,0.588089144920312,0.845,0.698,2.07342476571064e-25,0,RPSAP58
2.42532547433552e-29,-2.20131861421339,0.076,0.288,3.32609135550373e-25,0,CAPG
2.51129160237332e-29,0.49523299182755,0.94,0.869,3.44398530349478e-25,0,RPS4Y1
7.15714926368811e-29,-3.68332981870762,0.019,0.196,9.81531450022188e-25,0,HCK
8.31237821696421e-29,0.923462347812656,0.399,0.184,1.13995954867447e-24,0,CD27
8.90673265889234e-29,0.370671578420735,0.975,0.952,1.2214693168405e-24,0,RPL27
1.0055688763083e-28,-1.38354941049251,0.213,0.453,1.37903715696921e-24,0,RHOG
1.7239477196284e-28,-1.93798018184252,0.079,0.293,2.36422190269839e-24,0,MYO1F
1.73082544930263e-28,-0.894774755142996,0.567,0.726,2.37365402117363e-24,0,EIF4A1
1.74390250718996e-28,-4.31543180503629,0.012,0.181,2.39158789836031e-24,0,SLC7A7
2.18448911680797e-28,-1.34523525909576,0.319,0.534,2.99580837479044e-24,0,TSPO
3.95233344066812e-28,-2.67072312920116,0.047,0.237,5.42023008053227e-24,0,RHOC
4.41255587954846e-28,-4.21842488521522,0.018,0.188,6.05137913321276e-24,0,CD14
6.47773486350357e-28,0.592990033369222,0.927,0.904,8.8835655918088e-24,0,RPL34
7.5568462403447e-28,-2.95103095992616,0.035,0.218,1.03634589340087e-23,0,PLEK
1.46340077351073e-27,1.63952550626962,0.199,0.06,2.00690782079262e-23,0,TRABD2A
6.61598375581409e-27,-0.883856815193925,0.43,0.641,9.07316012272345e-23,0,PSMB9
1.06417766040677e-26,-2.66999271882552,0.045,0.227,1.45941324348184e-22,0,RNF130
1.36082517101855e-26,-1.67356137778163,0.168,0.385,1.86623563953483e-22,0,TIMP1
1.74405236930751e-26,-3.26495309914966,0.063,0.245,2.39179341926832e-22,0,GZMA
2.03339611518443e-26,-5.00025611350457,0.006,0.16,2.78859943236393e-22,0,LILRA5
2.26188696392536e-26,-2.42512242901549,0.066,0.254,3.10195178232724e-22,0,BRI3
2.26525443210278e-26,-0.305683002163383,1,1,3.10656992818576e-22,0,TMSB4X
2.34965748725409e-26,0.326285669313309,0.985,0.975,3.22232027802026e-22,0,RPL7A
2.67222258034836e-26,0.28671025442536,0.999,0.992,3.66468604668975e-22,0,RPL6
3.03892469816125e-26,-0.976843936482843,0.523,0.683,4.16758133105834e-22,0,S100A10
5.17491057685702e-26,0.391925971190557,0.898,0.636,7.09687236510172e-22,0,LTB
5.21215650524643e-26,1.10199651702594,0.404,0.209,7.14795143129496e-22,0,LEPROTL1
6.29372003645753e-26,-4.94462163437631,0.004,0.155,8.63120765799785e-22,0,CPVL
6.84394045477668e-26,-1.79017306719663,0.161,0.371,9.38577993968074e-22,0,CCL5
8.54239524654506e-26,0.283149137494198,0.996,0.996,1.17150408411119e-21,0,RPL15
1.06747565995148e-25,-0.453303492322286,0.902,0.921,1.46393612005746e-21,0,CFL1
1.42041820583752e-25,-1.77686390745014,0.115,0.321,1.94796152748558e-21,0,CTSC
1.57392170211151e-25,-4.65995222482796,0.012,0.165,2.15847622227572e-21,0,APOBEC3A
1.70573772074612e-25,-1.77497816505179,0.212,0.426,2.33924871023123e-21,0,TALDO1
2.95670639392396e-25,-4.44187632752873,0.037,0.201,4.05482714862732e-21,0,CD79A
3.38060146290554e-25,-2.49827258584552,0.259,0.415,4.63615684622866e-21,0,AIF1
6.23944602905074e-25,-3.97816888152582,0.013,0.166,8.55677628424018e-21,0,MNDA
7.89382813881908e-25,-4.37994296316533,0.013,0.164,1.08255959095765e-20,0,HLA-DQA2
7.91747751652083e-25,-2.95865452516723,0.034,0.199,1.08580286661567e-20,0,LYN
1.12485787566691e-24,-1.2450707500288,0.308,0.508,1.5426300906896e-20,0,NFKBIA
1.47643538672922e-24,-1.30523051095058,0.249,0.458,2.02478348936045e-20,0,IFI6
4.9516374213714e-24,3.0172449195387,0.102,0.016,6.79067555966873e-20,0,ADTRP
5.07839081011317e-24,-1.54041301799942,0.155,0.361,6.9645051569892e-20,0,ANXA5
5.23643625081276e-24,-4.00595269318075,0.01,0.156,7.18124867436462e-20,0,PILRA
1.28964090350153e-23,-4.66094447427868,0.006,0.145,1.76861353506199e-19,0,IGSF6
1.57033597034577e-23,-1.77247082523604,0.13,0.333,2.15355874973219e-19,0,LINC00936
2.28582554780162e-23,-4.17264576827198,0.009,0.149,3.13478115625514e-19,0,CTSZ
3.08977967036134e-23,-1.40181424349743,0.158,0.363,4.23732383993354e-19,0,C20orf24
3.29910881352504e-23,1.71332462878277,0.219,0.081,4.52439782686823e-19,0,OXNAD1
3.65394181824993e-23,-5.16678312618808,0.004,0.139,5.01101580954795e-19,0,C19orf38
3.90664797993862e-23,-3.10895275182334,0.022,0.172,5.35757703968783e-19,0,STX11
6.58704249485009e-23,-1.20460407205839,0.232,0.439,9.03347007743742e-19,0,H3F3A
7.02733618781181e-23,-0.887991823707445,0.358,0.561,9.63728884796512e-19,0,TPI1
7.87725429194594e-23,-3.53368793883611,0.042,0.198,1.08028665359747e-18,0,MS4A1
8.53155483633035e-23,-0.910153739827679,0.537,0.676,1.17001743025434e-18,0,NEAT1
1.23227958393296e-22,-1.9573271490707,0.07,0.246,1.68994822140567e-18,0,CTSB
1.740261011563e-22,-1.12045412170094,0.329,0.514,2.3865939512575e-18,0,FKBP1A
2.84371902383909e-22,-3.34893134341038,0.016,0.157,3.89987626929293e-18,0,KLF4
4.25259183820079e-22,-2.41420700455392,0.042,0.201,5.83200444690856e-18,0,POU2F2
5.47214698555816e-22,-1.89921310630068,0.101,0.28,7.50450237599446e-18,0,FCGRT
7.62934162240328e-22,-2.34791706550801,0.045,0.203,1.04628791009639e-17,0,BLVRB
7.9084889097933e-22,-4.37391066273985,0.01,0.143,1.08457016908905e-17,0,FPR1
1.06203700474217e-21,-2.26760236612177,0.048,0.208,1.45647754830342e-17,0,APLP2
1.08645509037938e-21,0.247693072115234,0.994,0.984,1.48996451094628e-17,0,RPL29
1.13994459867257e-21,-0.784315370884911,0.613,0.743,1.56332002261956e-17,0,IFITM2
1.19471174470479e-21,-4.51107170304443,0.007,0.137,1.63842768668815e-17,0,LRRC25
1.33240305266375e-21,1.05390475623038,0.36,0.185,1.82725754642307e-17,0,RGCC
1.65892728961403e-21,0.665465123241869,0.64,0.442,2.27505288497668e-17,0,AES
2.33166644227856e-21,-1.88122610765697,0.114,0.29,3.19764735894082e-17,0,STXBP2
2.39522419031168e-21,-4.63744851166522,0.007,0.135,3.28481045459343e-17,0,RNASE6
2.50029964591474e-21,-1.03287489657335,0.304,0.514,3.42891093440747e-17,0,PSMB8
2.69018921473383e-21,-3.6897073481642,0.018,0.153,3.68932548908597e-17,0,MS4A7
2.89175329389373e-21,-2.80367171222297,0.035,0.183,3.96575046724586e-17,0,NUP214
2.93394703230101e-21,-3.74951795986561,0.016,0.15,4.0236149600976e-17,0,RP11-290F20.3
3.02498526467394e-21,-1.26333760054627,0.193,0.4,4.14846479197384e-17,0,UBE2L6
3.24335785889947e-21,-1.523406340268,0.124,0.311,4.44794096769473e-17,0,REEP5
3.5289052438928e-21,-0.476162164268358,0.985,0.98,4.83954065147458e-17,0,HLA-C
3.60166003624962e-21,-0.613039778723479,0.496,0.704,4.93931657371274e-17,0,KLF6
3.83389000994363e-21,-0.64874583761836,0.766,0.836,5.2577967596367e-17,0,YBX1
4.86549172217638e-21,2.23869761715212,0.123,0.03,6.67253534779269e-17,0,EPHX2
7.04587897643929e-21,-4.05082729821679,0.035,0.177,9.66271842828884e-17,0,CCL3
8.06842924489908e-21,0.245457367526141,0.999,0.986,1.10650438664546e-16,0,RPS9
8.54797543553425e-21,0.527017347655632,0.608,0.425,1.17226935122917e-16,0,SELL
1.09893096551019e-20,-2.14801471845781,0.066,0.228,1.50707392610068e-16,0,BLVRA
1.31152586329219e-20,0.27329933780481,0.997,0.987,1.79862656891891e-16,0,RPS7
1.33378442962222e-20,-1.40366257752805,0.136,0.319,1.82915196678391e-16,0,CASP1
1.46009293780022e-20,0.807340191175603,0.504,0.311,2.00237145489922e-16,0,LCK
1.60893980990549e-20,-0.913840006737712,0.412,0.602,2.20650005530439e-16,0,BRK1
1.95785889434232e-20,-3.53031658683609,0.048,0.194,2.68500768770106e-16,0,PRF1
3.07974395777609e-20,-3.71118213919874,0.016,0.145,4.22356086369413e-16,0,ALDH2
3.30470894267082e-20,0.825609391420831,0.415,0.241,4.53207784397876e-16,0,GIMAP5
3.33279975205215e-20,2.52804111932248,0.118,0.029,4.57060157996432e-16,0,SCGB3A1
4.38154739974158e-20,0.769931576902596,0.55,0.385,6.00885410400561e-16,0,TMEM123
4.8748466481938e-20,-2.75517024029555,0.026,0.163,6.68536469333298e-16,0,CD300A
5.24369820185278e-20,1.61609096587336,0.189,0.069,7.1912077140209e-16,0,SH3YL1
5.30392167634404e-20,-2.89038940559641,0.022,0.155,7.27379818693821e-16,0,PLAUR
5.42518901134104e-20,0.250705602357167,0.996,0.991,7.4401042101531e-16,0,RPL26
5.97647289041178e-20,-3.38285884569099,0.015,0.142,8.19613492191071e-16,0,MPEG1
6.62923005462537e-20,-2.87415053535245,0.019,0.15,9.09132609691323e-16,0,TBXAS1
1.0992734942173e-19,-1.55563898057052,0.113,0.287,1.50754366996961e-15,0,DOK2
1.23041873147304e-19,-2.84803060238447,0.026,0.161,1.68739624834212e-15,0,FGL2
1.25414265697356e-19,-5.17235972154746,0.018,0.142,1.71993123977354e-15,0,FGFBP2
1.8253087826038e-19,1.05763450128982,0.444,0.283,2.50322846446285e-15,0,NDFIP1
2.0396286257272e-19,1.1084863088827,0.425,0.258,2.79714669732229e-15,0,C12orf57
2.16881160912542e-19,-1.88915035881035,0.061,0.215,2.9743082407546e-15,0,LGALS9
2.4198040275178e-19,2.19143999544797,0.12,0.031,3.31851924333791e-15,0,C14orf64
2.46185048669037e-19,-5.45047661819511,0.003,0.115,3.37618175744718e-15,0,RAB32
2.78086259652012e-19,-0.856931556233594,0.694,0.796,3.8136749648677e-15,0,CD37
3.66882156719488e-19,-5.23628197633493,0.026,0.154,5.03142189725106e-15,0,GZMB
3.69441884944743e-19,-3.19108324629569,0.016,0.14,5.06652601013221e-15,0,CYBB
3.92284178786277e-19,-1.15897785242338,0.113,0.291,5.379785227875e-15,0,HN1
4.21950573574517e-19,-0.92815650808771,0.303,0.501,5.78663016600093e-15,0,BST2
4.26313615509944e-19,-0.75039816384104,0.436,0.614,5.84646492310337e-15,0,RHOA
4.59854869672379e-19,-1.38355966355122,0.139,0.316,6.306449682687e-15,0,RGS19
4.62028704052056e-19,2.16395898591345,0.124,0.034,6.33626164736989e-15,0,RP11-664D1.1
4.75675179390682e-19,-3.24085050994992,0.015,0.137,6.52340941016382e-15,0,SMCO4
5.36187874217995e-19,1.35868439886823,0.276,0.137,7.35328050702558e-15,0,FLT3LG
7.00634789880788e-19,-1.86733982613152,0.061,0.212,9.60850550842512e-15,0,ATP6V0D1
7.37898727939172e-19,-2.01090375190473,0.047,0.19,1.01195431549578e-14,0,AGTRAP
7.56348211535271e-19,-1.63850706773109,0.124,0.289,1.03725593729947e-14,0,ASAH1
7.58240231293858e-19,1.0922503435938,0.174,0.062,1.0398506531964e-14,0,NGFRAP1
9.48188876152365e-19,-2.47398939527259,0.045,0.185,1.30034622475535e-14,0,HOPX
9.56873959826468e-19,-0.548397885456595,0.825,0.878,1.31225694850602e-14,0,ACTG1
1.12279585969707e-18,-0.911613258640924,0.235,0.434,1.53980224198856e-14,0,PSMB3
1.27346601674831e-18,-1.43273069229021,0.096,0.259,1.74643129536864e-14,0,APOBEC3G
1.28094949135928e-18,-3.7552076764772,0.012,0.128,1.75669413245012e-14,0,MAFB
1.38829112125582e-18,-1.26722840879071,0.143,0.321,1.90390244369024e-14,0,VASP
